text,label,model
"കേരളത്തിൽ കഴിഞ്ഞ സാമ്പത്തിക വർഷം വ്യവസായ നിക്ഷേപത്തിൽ ഗണ്യമായ വർദ്ധനവ് രേഖപ്പെടുത്തി. സർക്കാരിന്റെ പുതിയ വ്യാവസായിക നയങ്ങളും ഒറ്റജാലക സംവിധാനവും നിക്ഷേപകരെ ആകർഷിക്കുന്നതിൽ നിർണ്ണായക പങ്ക് വഹിച്ചു. ചെറുകിട, ഇടത്തരം വ്യവസായ മേഖലകളിലാണ് പ്രധാനമായും വളർച്ച ദൃശ്യമായത്. ഇത് കൂടുതൽ തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്നും സംസ്ഥാനത്തിന്റെ സാമ്പത്തിക വളർച്ചയ്ക്ക് ആക്കം കൂട്ടുമെന്നും പ്രതീക്ഷിക്കുന്നു.",2,gemini
ഇന്ത്യയുടെ അഭിമാന താരമായ നീരജ് ചോപ്ര ലോക അത്‌ലറ്റിക്സ് ചാമ്പ്യൻഷിപ്പിൽ പുരുഷന്മാരുടെ ജാവലിൻ ത്രോയിൽ സ്വർണ്ണ മെഡൽ നേടി. 88.17 മീറ്റർ ദൂരം എറിഞ്ഞാണ് നീരജ് ഈ ചരിത്ര നേട്ടം കൈവരിച്ചത്. ലോക ചാമ്പ്യൻഷിപ്പിൽ സ്വർണ്ണം നേടുന്ന ആദ്യ ഇന്ത്യൻ താരമെന്ന റെക്കോർഡും അദ്ദേഹം സ്വന്തമാക്കി. ഈ നേട്ടം രാജ്യത്തിന് വലിയ അഭിമാനമായി.,1,gemini
തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമയെ നിയമിച്ചു. ബി.സി.സി.ഐ അധ്യക്ഷൻ ജയ് ഷാ ഇന്ന് ഒരു പത്രസമ്മേളനത്തിൽ ഈ തീരുമാനം പ്രഖ്യാപിച്ചു. ടി20 ലോകകപ്പിലൂടെയാണ് റോഹിത് പുതിയ റോൾ ആരംഭിക്കുന്നത്. മുൻകാല കപ്താനായ വിരാട് കോഹ്ലിയുടെ പിൻഗാമിയായി ഇദ്ദേഹം പ്രവർത്തിക്കും.,1,deepseek
"സാംസങ് തങ്ങളുടെ ഏറ്റവും പുതിയ ഫോൾഡബിൾ സ്മാർട്ട്ഫോൺ മോഡലുകൾ ആഗോള വിപണിയിൽ അവതരിപ്പിച്ചു. മെച്ചപ്പെട്ട ഹിഞ്ച് ഡിസൈൻ, കൂടുതൽ ശക്തിയേറിയ പ്രോസസ്സർ, മികച്ച ക്യാമറ സംവിധാനം എന്നിവയാണ് പുതിയ മോഡലുകളുടെ പ്രധാന ആകർഷണങ്ങൾ. ഉപയോക്താക്കൾക്ക് വ്യത്യസ്തമായ അനുഭവം നൽകുന്ന ഈ ഫോണുകൾ സാങ്കേതികവിദ്യാ പ്രേമികൾക്കിടയിൽ വലിയ തരംഗം സൃഷ്ടിക്കുമെന്നാണ് പ്രതീക്ഷ. വിലയും ലഭ്യതയും സംബന്ധിച്ച വിവരങ്ങൾ കമ്പനി പുറത്തുവിട്ടു.",3,gemini
"സിനിമാ ലോകത്ത് പുതിയൊരു ഉത്സവമാണ് വരുന്നത്. ഞായറാഴ്ച വെളളം സിനിമാ അവാർഡ് ചടങ്ങ് നടക്കും. നിരവധി പ്രശസ്ത താരങ്ങൾ പങ്കെടുക്കും. ഈ വർഷത്തെ മികച്ച സിനിമയും, അഭിനയവും, സംഗീതവും ഉൾപ്പെടെയുള്ള Kategorienൽ സമ്മാനങ്ങൾ ഏർപ്പെടും. ആരാധകരും സിനിമാപ്രേമികളും ഈ ചടങ്ങിനെക്കുറിച്ച് ഏറെ പ്രതീക്ഷയോടെ കാത്തിരിക്കുന്നു.",0,openai
5G നെറ്റ്വർക്ക് സേവനങ്ങൾ ഗ്രാമീണ പ്രദേശങ്ങളിലേക്ക് വ്യാപിപ്പിക്കുന്നതിനുള്ള പദ്ധതികൾ ത്വരിതപ്പെടുത്തിയിട്ടുണ്ട്.,3,sarvam
"സിനിമയിലെ പുതിയ ട്രെൻഡുകൾ കണ്ടെത്താൻ വേണ്ടി, മലയാളത്തിലെ പ്രമുഖ സംവിധായകരും നടന്മാരും ചേർന്ന ശൃംഖല ഇന്ന് ആരംഭിക്കുന്നു. 'സിനിമയുടെ ഭാവി' എന്ന വിഷയത്തിൽ നടക്കുന്ന ഈ പരിപാടിയിൽ, യുവതാരങ്ങൾക്കും സംവിധായകർക്കും അവരുടെ കലയെ മെച്ചപ്പെടുത്താനുള്ള മാർഗദർശനങ്ങൾ നൽകും. കേരളത്തിലെ വിവിധ ഭാഗങ്ങളിൽ നിന്നുള്ള കലയിലേക്ക് സൃഷ്ടിപരമായ സമീപനങ്ങൾ കൈമാറാൻ അവസരമാണ് ഇത്.",0,openai
റിസർവ് ബാങ്ക് ഓഫ് ഇന്ത്യയുടെ ധനനയ സമിതി യോഗം റെപ്പോ നിരക്കുകളിൽ മാറ്റം വരുത്തേണ്ടതില്ലെന്ന് തീരുമാനിച്ചു. നിലവിലെ 6.50% നിരക്ക് തുടരും. പണപ്പെരുപ്പം നിയന്ത്രിക്കുക എന്നതിനാണ് ആർബിഐ പ്രഥമ പരിഗണന നൽകുന്നത്. ആഗോള സാമ്പത്തിക സാഹചര്യങ്ങളും ആഭ്യന്തര വളർച്ചാ സാധ്യതകളും പരിഗണിച്ചാണ് ഈ തീരുമാനം. ഇത് വായ്പാ നിരക്കുകളിൽ തൽക്കാലം മാറ്റങ്ങൾ ഉണ്ടാക്കില്ല.,2,gemini
സൈബർ സുരക്ഷാ വിദഗ്ധർ പുതിയ ഹാക്കിംഗ് തന്ത്രങ്ങളെതിരെ മുന്നറിയിപ്പ് നൽകിയിട്ടുണ്ട്. വ്യക്തിഗത വിവരങ്ങൾ സംരക്ഷിക്കുന്നതിന് ഉപയോക്താക്കൾ ശ്രദ്ധിക്കേണ്ടത് അത്യാവശ്യമാണ്.,3,sarvam
ടെസ്ല കമ്പനിയുടെ പുതിയ ഫുൾ സെൽഫ് ഡ്രൈവിംഗ് സോഫ്റ്റ്വെയർ വേർഷൻ 12.5 പുറത്തിറക്കി. ഈ അപ്ഡേറ്റ് നഗരത്തിലെ റോഡുകളിൽ കൂടുതൽ സങ്കീർണ്ണമായ സാഹചര്യങ്ങൾ നേരിടാൻ ഇലക്ട്രിക് വാഹനങ്ങളെ സഹായിക്കും എന്ന് കമ്പനി പറയുന്നു. ബീറ്റാ ടെസ്റ്റർമാർക്ക് മാത്രമേ ഇപ്പോൾ ഈ സവിശേഷത ലഭ്യമാകൂ.,3,deepseek
"കേരളത്തിലെ കായികതാരങ്ങൾക്ക് നികുതിയിൽ ഇളവുകൾ നൽകാൻ സർക്കാർ തീരുമാനിച്ചു. അടുത്തിടെ നടക്കുന്ന ദേശീയ കായികമേളയിൽ കേരളത്തിന്റെ പ്രതിനിധികളായ താരങ്ങൾക്ക് മികച്ച പ്രകടനം കാഴ്ചവെക്കാൻ ഈ നീതി സഹായിക്കും. മികച്ച കായികതാരങ്ങളെ പ്രോത്സാഹിപ്പിക്കാൻ ഇത് ഒരു പുതിയ അഥവാ ഒരു സമീപനമാണ്, അവരുടെ പരിശീലനത്തിനും വികസനത്തിനും കൂടുതൽ പിന്തുണ നൽകാൻ.",1,openai
അടുത്ത വർഷം പുറത്തിറങ്ങാൻ തയ്യാറെടുക്കുന്ന മലയാള സിനിമയുടെ ട്രെയിലർ ഇന്ന് പുറത്തിറക്കി. ഇത് വളരെ ആവേശകരമാണ്.,0,sarvam
"കേരളത്തിലെ സാങ്കേതിക വിദ്യാ രംഗത്ത് പുതിയൊരു പരീക്ഷണമാണ് ആരംഭിച്ചത്. തിരുവനന്തപുരം സാങ്കേതിക സർവകലാശാലയിൽ ആധുനിക ടെക്‌നോളജികൾ ഉപയോഗിച്ച് നൂതന വിദ്യകൾ പഠിപ്പിക്കുന്ന പ്രോഗ്രാമുകൾ ആരംഭിക്കും. ഇതിന്‍റെ ഭാഗമായി, തൊഴിൽ സാധ്യതകളും വർദ്ധിപ്പിക്കാനാവും. വിദ്യാർത്ഥികൾക്ക് ഈ കോഴ്സുകൾക്ക് രജിസ്റ്റർ ചെയ്യാൻ അവസരം നൽകുന്നതായും അധികൃതർ അറിയിച്ചു.",3,openai
കേരളത്തിൽ ആദ്യമായിട്ടാണ് 5G സേവനങ്ങൾ പ്രാബല്യത്തിൽ വരുന്നത്. സംസ്ഥാനത്ത് വിവിധ സ്ഥലങ്ങളിൽ 5G നെറ്റ്‌വർക്കുകൾ സ്ഥാപിക്കുന്നതിന് ടെലികോം കമ്പനികൾ പ്രവർത്തനം ആരംഭിച്ചു. ഉപഭോക്താക്കൾക്ക് ഉയർന്ന വേഗത്തിലുള്ള ഇന്റർനെറ്റ് സേവനങ്ങൾ ലഭ്യമാകുന്നതിലൂടെ എല്ലാ മേഖലയിലും ഡിജിറ്റൽ പരിണാമത്തിന് ഊർജ്ജം നൽകി.,3,openai
"തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി സതീഷ് കുമാർ നിയമിതനായി. കൊച്ചിയിൽ നടന്ന ബി.സി.സി.ഐ യൂത്ത് ടൂർണമെന്റിൽ നായ്ക്കളുടെ ടീം ഫൈനലിൽ വിജയിച്ചു. യുവ താരം ദിവ്യ രവി മൂന്ന് വിക്കറ്റ് എടുത്ത് മാനോഫദം ആക്കി. ഫൈനൽ മത്സരം രസകരമായിരുന്നു, ടീം ഒരു ശക്തമായ പ്രകടനം നടത്തി.",1,deepseek
പ്രതിഷേധങ്ങൾ തടയിലെഴുതിയിട്ടും എണ്ണവിലകൾ വർദ്ധിപ്പിച്ചു. ഒരു ലിറ്റർ പെട്രോൾ 102 രൂപയായി ഉയർന്നു. ഡീസൽ വിലയും 98 രൂപയായി.,2,sarvam
"മലയാള സിനിമാ ലോകത്തെ പ്രശസ്ത നടി നിമിഷ സാജൻ അടുത്തതായി ഒരു പുതിയ ചിത്രത്തിലൂടെ തിരിച്ചെത്തുന്നു. 'മഴവിൽ മനസ്സ്' എന്ന ഈ ചിത്രം റജിസ്റ്റർ ശങ്കർ സംവിധാനം ചെയ്യുന്നു, ഇതിൽ നിമിഷയുമായി ജോഡിയായി നടിക്കുന്നത് ഫഹദ് ഫാസിലാണ്. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്ന് നിർമ്മാതാക്കൾ പറഞ്ഞു. ഇത് ഒരു റൊമാന്റിക് ഡ്രാമ ആയിരിക്കുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്.",0,deepseek
"കൊച്ചിയിലെ ആദ്യത്തെ ഐടി പാർക്ക് 'ഇൻഫോപാർക്ക്' അടുത്ത മൂന്ന് വർഷത്തിനുള്ളിൽ 5,000 പുതിയ തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് കമ്പനി ഉയർന്ന നിരയിൽ പ്രഖ്യാപിച്ചു. ഇതിനായി 200 കോടി രൂപ നിക്ഷേപിക്കാൻ കമ്പനി തീരുമാനിച്ചിരിക്കുന്നു. ഈ പദ്ധതി സംസ്ഥാനത്തിന്റെ സാങ്കേതിക മേഖലയിലെ വളർച്ചയ്ക്ക് ശക്തമായ രീതിയിൽ സംഭാവന ചെയ്യുമെന്ന് ഭരണസമിതി അധ്യക്ഷൻ പറഞ്ഞു.",2,deepseek
കേരളത്തിൽ പുതിയ ബിസിനസ് സംരംഭങ്ങൾ ആരംഭിക്കുന്നതിന് സർക്കാർ അനുമതി നൽകുകയായിരുന്നില്ല. അവശ്യസാധനങ്ങളുടെയും സേവനങ്ങളുടെയും വില വർധനവ് തടയാൻ ഈ നടപടിയാണ്. സംരംഭകർക്ക് കൂടുതൽ അടിയന്തിര സഹായം നൽകുന്നതിനായി ബിസിനസ് സ്ഥാപനങ്ങൾക്കായി പുതിയ നയം രൂപകൽപ്പന ചെയ്യാൻ സർക്കാർ തീരുമാനിച്ചു.,2,openai
ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് (AI) ചിപ്പ് 'ഐആർഎൻഎ' പുറത്തിറങ്ങി. കൊച്ചി സ്ഥിതി ചെയ്യുന്ന സെമികണ്ടക്ടർ കമ്പനി മൈൻഡ്ഗ്രേയിൻ ടെക്നോളജീസാണ് ഈ ചിപ്പ് വികസിപ്പിച്ചത്. ഡാറ്റാ സെന്ററുകളുടെ ഊർജ്ജ ഉപഭോഗം ഗണ്യമായി കുറയ്ക്കുമെന്ന് കമ്പനി പ്രതീക്ഷിക്കുന്നു. ഈ നേട്ടം ഇന്ത്യൻ ടെക് മേഖലയ്ക്ക് ഒരു പുതിയ ചാലക്കല്ലാകും.,3,deepseek
മടക്കാവുന്ന സ്മാർട്ട്‌ഫോണുകൾക്ക് വിപണിയിൽ വലിയ സ്വീകാര്യത ലഭിക്കുന്നതായി റിപ്പോർട്ട്. പ്രമുഖ മൊബൈൽ ഫോൺ നിർമ്മാതാക്കളെല്ലാം ഈ വിഭാഗത്തിൽ പുതിയ മോഡലുകൾ പുറത്തിറക്കാൻ ഒരുങ്ങുകയാണ്. വലിയ സ്ക്രീൻ അനുഭവം ഒതുക്കത്തിൽ ലഭ്യമാക്കുന്ന ഈ ഫോണുകൾ ഉപഭോക്താക്കൾക്ക് പുതിയൊരു മൾട്ടിടാസ്കിംഗ് അനുഭവം നൽകുന്നു. അടുത്ത വർഷത്തോടെ ഈ ഫോണുകൾക്ക് കൂടുതൽ പ്രചാരം ലഭിക്കുമെന്നും കണക്കൂട്ടുന്നു.,3,gemini
പ്രശസ്തമായ കാൻ ചലച്ചിത്രോത്സവത്തിൽ മലയാള ചിത്രം 'ഓരോ നോക്ക്' അന്താരാഷ്ട്ര പുരസ്കാരം നേടി. മികച്ച നവാഗത സംവിധായകനുള്ള ബഹുമതിയാണ് ചിത്രത്തിന്റെ സംവിധായകൻ ജിതിൻ രാജിന് ലഭിച്ചത്. സാമൂഹിക പ്രസക്തിയുള്ള വിഷയത്തെ മനോഹരമായി അവതരിപ്പിച്ചതിനാണ് ചിത്രം പുരസ്കാരത്തിന് അർഹമായത്. മലയാള സിനിമയ്ക്ക് ഇതൊരു അഭിമാന നിമിഷമാണ്.,0,gemini
"ആദ്യ പരിശോധനയിൽ ഫിസിക്കൽ പ്രൊഡക്ഷൻ, സേവന മേഖലകളുടെ മികച്ച പ്രകടനം കാരണം ഇന്ത്യയുടെ GDP വളർച്ച 7.2% ആയി.",2,sarvam
"ഇന്ത്യൻ ബഹിരാകാശ ഗവേഷണ രംഗം പുതിയ കുതിച്ചുചാട്ടത്തിന് തയ്യാറെടുക്കുന്നു. ഐ.എസ്.ആർ.ഒയുടെ നേതൃത്വത്തിൽ നടക്കുന്ന ദൗത്യങ്ങൾക്ക് പുറമെ, സ്വകാര്യ സ്റ്റാർട്ടപ്പുകളും ബഹിരാകാശ മേഖലയിൽ സജീവമാകുകയാണ്. ഉപഗ്രഹ വിക്ഷേപണത്തിലും ബഹിരാകാശ ടൂറിസത്തിലും പുതിയ സാധ്യതകൾ തേടുകയാണ് ഈ സംരംഭങ്ങൾ. ഇത് രാജ്യത്തിന്റെ സാങ്കേതിക പുരോഗതിക്ക് വലിയ സംഭാവന നൽകുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്.",3,gemini
"ഇന്ത്യയിലെ നൂതന ടെക് സ്റ്റാർട്ടപ്പുകൾക്ക് പിന്തുണ നൽകാൻ സർക്കാർ പുതിയ പദ്ധതി പ്രഖ്യാപിച്ചു. ഈ പദ്ധതിയുടെ ഭാഗമായി, യുവ സംരംഭകർക്കായി ഫണ്ടിംഗും പരിശീലനവും ലഭ്യമാക്കും. നിർമിതിയുടെ മികവിനായി പുതിയ സംരംഭങ്ങൾ കണ്ടെത്താൻ ലക്ഷ്യമിടുന്നുവെന്ന് മന്ത്രാലയം അറിയിച്ചു.",3,openai
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ലുലു ഗ്രൂപ്പ്, അടുത്ത അഞ്ച് വർഷത്തിനുള്ളിൽ തമിഴ്നാട്ടിൽ 15,000 കോടി രൂപ നിക്ഷേപിച്ച് മൂന്ന് പുതിയ മാളുകൾ നിർമ്മിക്കുമെന്ന് പ്രഖ്യാപിച്ചു. ഈ പദ്ധതി 5,000 ത്തിലധികം പേർക്ക് തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കും. ഗ്രൂപ്പിന്റെ ചെയർമാൻ എം.എ. യൂസഫലി ഇത് വിപണി വിപുലീകരണത്തിന്റെ ഒരു പ്രധാന ഘട്ടമാണെന്ന് പറഞ്ഞു.",2,deepseek
"53-ാമത് കേരള സംസ്ഥാന ചലച്ചിത്ര അവാർഡുകൾ പ്രഖ്യാപിച്ചു. ""നൻപകൽ നേരത്ത് മയക്കം"" എന്ന ചിത്രത്തിലെ പ്രകടനത്തിന് മമ്മൂട്ടി മികച്ച നടനായി തിരഞ്ഞെടുക്ക",0,gemini
ഗൂഗിളിന്റെ ഏറ്റവും പുതിയതും ശക്തവുമായ ആർട്ടിഫിഷ്യൽ ഇൻ്റലിജൻസ് മോഡലായ 'ജെമിനി അൾട്രാ' പുറത്തിറക്കി. സങ്കീർണ്ണമായ ജോലികൾ കൂടുതൽ കൃത്യതയോടെ നിർവഹിക്കാൻ ഇതിന് സാധിക്കുമെന്ന് കമ്പനി അവകാശപ്പെടുന്നു. വിവിധ മേഖലകളിൽ വലിയ മാറ്റങ്ങൾ കൊണ്ടുവരാൻ ഈ സാങ്കേതികവിദ്യക്ക് കഴിയുമെന്നാണ് പ്രതീക്ഷ. സാധാരണ ഉപയോക്താക്കൾക്കും ഡെവലപ്പർമാർക്കും ഇത് ലഭ്യമാകും.,3,gemini
"വരാനിരിക്കുന്ന ഏഷ്യൻ ഗെയിംസിൽ ഇന്ത്യൻ അത്‌ലറ്റിക്സ് ടീം മികച്ച പ്രകടനം കാഴ്ചവെക്കുമെന്ന പ്രതീക്ഷയിലാണ് രാജ്യം. പരിശീലന ക്യാമ്പുകളിൽ കായികതാരങ്ങൾ കഠിനാധ്വാനം ചെയ്യുന്നു. നീരജ് ചോപ്ര, അവിനാഷ് സാബ്‌ലെ തുടങ്ങിയ പ്രമുഖ താരങ്ങൾ സ്വർണ്ണ മെഡൽ ലക്ഷ്യമിട്ട് മുന്നേറുകയാണ്. ഇന്ത്യയുടെ മെഡൽ പ്രതീക്ഷകൾക്ക് ഇത് കരുത്ത് പകരും.",1,gemini
തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി റോഹിത് ശർമ്മയെ നിയമിച്ചു. ബി.സി.സി.ഐ അധ്യക്ഷൻ ജയ് ഷാ ഇന്ന് ഇത് വെളിയിട്ടു. ടി20 ലോകകപ്പിലൂടെയാണ് അദ്ദേഹത്തിന് പുതിയ ചുമതല ആരംഭിക്കുന്നത്. വിരാട് കോഹ്ലിയുടെ അനന്തരവനായി റോഹിത് ഈ പദവിയിലേക്കുയരുന്നു.,1,deepseek
ഇത് വരെ ടീം ഇന്ത്യയുടെ പരിശീലനം ആരംഭിച്ചു. ടീമിന്റെ പരിശീലനത്തിനായി ഏകദേശം ഒരാഴ്ചത്തേക്ക് ക്യാമ്പ് തുടങ്ങി. ക്രിക്കറ്റ് ഫാന്നുകൾ പങ്കിടാൻ ആവേശഭരിതരാണ്.,0,sarvam
കാൻ അന്താരാഷ്ട്ര ചലച്ചിത്രമേളയിൽ പായൽ കപാഡിയ സംവിധാനം ചെയ്ത 'ഓൾ വി ഇമാജിൻ ആസ് ലൈറ്റ്' എന്ന ഇന്ത്യൻ ചിത്രം ഗ്രാൻഡ് പ്രിക്സ് പുരസ്കാരം നേടി. 30 വർഷത്തിന് ശേഷമാണ് ഒരു ഇന്ത്യൻ ചിത്രം ഈ ബഹുമതിക്ക് അർഹമാകുന്നത്. മലയാളിയായ കനി കുസൃതിയും ദിവ്യ പ്രഭയും,0,gemini
"പ്രശാന്ത്, തന്റെ സിനിമാ ജീവിതത്തിൽ നിന്ന് ഒരു ഇടവേളയെടുത്ത് സ്വകാര്യ ജീവിതത്തിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കാനായി തീരുമാനിച്ചു.  അടുത്ത മാസം അദ്ദേഹം സ്വപ്നതുല്യയെ വിവാഹം കഴിക്കാൻ തയ്യാറെടുക്കുന്നു.",0,sarvam
യുവേഫ ചാമ്പ്യൻസ് ലീഗിന്റെ ക്വാർട്ടർ ഫൈനൽ മത്സരത്തിൽ മാഞ്ചസ്റ്റർ സിറ്റിയെ തോൽപ്പിച്ച് റയൽ മാഡ്രിഡ് സെമിഫൈനലിൽ പ്രവേശിച്ചു. ഇരുപാദങ്ങളിലുമായി സമനിലയിൽ പിരിഞ്ഞ മത്സരം പെനാൽറ്റി ഷൂട്ടൗട്ടിലേക്ക് നീങ്ങുകയായിരുന്നു. ഷൂട്ടൗട്ടിൽ റയൽ മാഡ്രിഡ് 4-3ന് വിജയം നേടി. സെമിയിൽ ബയേൺ മ്യൂണിക്കാണ് റയലിന്റെ എതിരാളികൾ.,1,gemini
ഇന്ത്യൻ ഇലക്ട്രിക് വാഹന (EV) വിപണിയിൽ ഈ സാമ്പത്തിക വർഷം മികച്ച കുതിപ്പ്. കഴിഞ്ഞ വർഷത്തെ അപേക്ഷിച്ച് വിൽപ്പനയിൽ 40 ശതമാനം വർദ്ധനവ് രേഖപ്പെടുത്തി. ഇന്ധന വില വർധനവും സർക്കാർ പ്രോത്സാഹനങ്ങളും ഇവി വിൽപ്പനയ്ക്ക് അനുകൂലമായി. കൂടുതൽ മോഡലുകൾ വിപണിയിലെത്തുന്നതും ചാർജിംഗ് സൗകര്യങ്ങൾ വർധിക്കുന്നതും ഈ മേഖലയുടെ വളർച്ചയ്ക്ക് ആക്കം കൂട്ടുന്നുണ്ട്.,2,gemini
പ്രശസ്ത മലയാളം ഗായിക ഇമ്മാന്‍റ പുതിയ സോളോ ആൽബം ഡിസംബർ മാസാവസാനം റിലീസ് ചെയ്യും. ആൽബത്തിൽ പുതിയ പാട്ടുകളുടെ സംഗമമുണ്ട്.,0,sarvam
രാജ്യത്തെ യുവ കായിക പ്രതിഭകളെ കണ്ടെത്താൻ ലക്ഷ്യമിട്ടുള്ള ഖേലോ ഇന്ത്യ യൂത്ത് ഗെയിംസിന് വർണ്ണാഭമായ തുടക്കം. വിവിധ സംസ്ഥാനങ്ങളിൽ നിന്നുള്ള ആയിരക്കണക്കിന് കായിക താരങ്ങൾ ഗെയിംസിൽ പങ്കെടുക്കുന്നുണ്ട്. നിരവധി പുതിയ റെക്കോർഡുകൾ പിറക്കുമെന്നാണ് സംഘാടകരുടെ പ്രതീക്ഷ. ഇന്ത്യൻ കായിക മേഖലയുടെ ഭാവിയ്ക്ക് ഈ ഗെയിംസ് വലിയ മുതൽക്കൂട്ടാകും.,1,gemini
"തുടർച്ചയായ നഷ്ടങ്ങൾക്ക് ശേഷം ഇന്ത്യൻ ഓഹരി വിപണി ഇന്ന് നേരിയ മുന്നേറ്റം രേഖപ്പെടുത്തി. മുംബൈ സ്റ്റോക്ക് എക്സ്ചേഞ്ച് സൂചികയായ സെൻസെക്സ് 200 പോയിന്റിലധികം ഉയർന്ന് 74,500 കടന്നു. നാഷണൽ സ്റ്റോക്ക് എക്സ്ചേഞ്ച് സൂചികയായ നിഫ്റ്റിയും നേട്ടത്തിലാണ് വ്യാപാരം അവസാനിപ്പിച്ചത്. ബാങ്കിംഗ്, ഫിനാൻഷ്യൽ ഓഹരികളാണ് ഈ മുന്നേറ്റത്തിന് പ്രധാനമായും സഹായിച്ചത്.",2,gemini
സ്വദേശി ഉൽപ്പന്നങ്ങൾക്ക് പ്രോത്സാഹനം നൽകാൻ കേന്ദ്ര സർക്കാർ പുതിയ സബ്സിഡി പദ്ധതി പ്രഖ്യാപിച്ചു. ചെറുകിട വ്യവസായങ്ങൾക്ക് ഇത് വലിയ ആശ്വാസമായിരിക്കും.,2,sarvam
"കേരളത്തിന്റെ പ്രാദേശിക ക്രിക്കറ്റ് ലീഗിൽ കാളിദാസ് ടീം കായികമേഖലയിൽ ഒരു പുതിയ റെക്കോർഡ് സൃഷ്ടിച്ചു. കഴിഞ്ഞ ദിവസം നടന്ന ഫൈനലിൽ, കാളിദാസ് 200 റൺസ് നേടി, എതിരാളിയായ മലബാർ ടീം 150 റൺസ് മാത്രമേ നേടാൻ കഴിഞ്ഞു. ഇതോടെ, കാളിദാസ് ടീം മൂന്നു വർഷത്തിനുള്ളിൽ മൂന്നാമത്തെ വിജയമായി കരുതപ്പെടുന്നു.",1,openai
"ഈ വർഷത്തെ മിസ്സ് കേരളാ ബ്യൂട്ടി പേജന്റിന്റെ ഫൈനൽ മത്സരത്തിൽ 20 സുന്ദരികളാണ് പങ്കെടുത്തത്. കഴിഞ്ഞ ഞായറാഴ്ച തിരുവനന്തപുരം ആലുവയിൽ നടന്ന ചടങ്ങിൽ, കനിവും കരിശ്മയും ഒന്നിച്ച് വിജയിയായി. മത്സരം അരങ്ങേറി എന്നത് വലിയ ആവേശം ഉണ്ടാക്കി, നിരവധി താരങ്ങളും സിനിമാ വ്യക്തിത്വങ്ങളും ഇവിടെ എത്തി. ജഡ്ജിമാർക്ക് മുന്നിൽ പ്രകടനം കാഴ്ചവയ്ക്കുന്ന മത്സരാർത്ഥികൾക്ക് വലിയ പിന്തുണ ലഭിച്ചു.",0,openai
"2023-ൽ ഇന്ത്യയിലെ ഇ-കൊമേഴ്സ് മേഖല 20% വളർച്ച കൈവരിച്ചു. ഫ്ലിപ്കാർട്ട്, അമസോൺ തുടങ്ങിയ കമ്പനികൾ പ്രധാന പങ്കുവഹിച്ചു.",2,sarvam
സംഗീതജ്ഞൻ രവി ശാസ്ത്രിയുടെ അന്തിമവിശ്രംഭണം നടന്നു. 90 വയസ്സുള്ള അദ്ദേഹം സംഗീത മേഖലയിൽ നിരവധി സമ്മാനങ്ങൾ നേടിയിട്ടുണ്ട്. അദ്ദേഹത്തിന്റെ ഓർമ്മയ്ക്കായി സംഗീത കച്ചേരികൾ സംഘടിപ്പിക്കുന്നു.,0,sarvam
"കേരളത്തിലെ ഏറ്റവും വലിയ റീട്ടെയിൽ ശൃംഖലയായ 'സൗഭാഗ്യ മാർട്ട്', അടുത്ത അഞ്ച് വർഷത്തിനുള്ളിൽ 50 പുതിയ ശാഖകൾ തുറക്കാൻ തീരുമാനിച്ചു. ഈ വിപുലീകരണത്തിനായി കമ്പനി 200 കോടി രൂപ നിക്ഷേപിക്കും. ഇത് സംസ്ഥാനത്ത് 1,000 ത്തോളം പുതിയ തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് ചെയർമാൻ രാജീവ് മേനോൻ അറിയിച്ചു.",2,deepseek
തിരുവനന്തപുരം: ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ പുതിയ കപ്താനായി ബിസിസിഐ ഹാർദിക് പാണ്ഡ്യയെ നിയമിച്ചു. വനിതാ ടീമിന്റെ നേതൃത്വം സ്മൃതി മണ്ഡനയ്ക്ക് ലഭിച്ചു. രണ്ട് താരങ്ങളുടെയും നിയമനം അടുത്ത ടി20 ലോകകപ്പിന് മുൻപാണ് നടന്നത്. ക്രിക്കറ്റ് ബോർഡ് പ്രസിഡന്റ് ജയ്ഷാ ഷാ ഈ തീരുമാനത്തിന് അനുമതി നൽകി.,1,deepseek
